 0.0% done, time left: unknown                               
88.5% done, time left:   0:00:00 
88.7% done, time left:   0:00:00 
88.9% done, time left:   0:00:00 
89.0% done, time left:   0:00:00 
89.2% done, time left:   0:00:00 
89.3% done, time left:   0:00:00 
89.5% done, time left:   0:00:00 
89.7% done, time left:   0:00:00 
89.8% done, time left:   0:00:00 
90.0% done, time left:   0:00:00 
90.1% done, time left:   0:00:00 
90.3% done, time left:   0:00:00 
90.5% done, time left:   0:00:00 
90.6% done, time left:   0:00:00 
90.8% done, time left:   0:00:00 
91.0% done, time left:   0:00:00 
91.2% done, time left:   0:00:00 
91.4% done, time left:   0:00:00 
91.6% done, time left:   0:00:00 
91.7% done, time left:   0:00:00 
91.9% done, time left:   0:00:00 
92.1% done, time left:   0:00:00 
92.3% done, time left:   0:00:00 
92.5% done, time left:   0:00:00 
92.6% done, time left:   0:00:00 
92.8% done, time left:   0:00:00 
93.0% done, time left:   0:00:00 
93.2% done, time left:   0:00:00 
93.5% done, time left:   0:00:00 
94.3% done, time left:   0:00:00 
95.2% done, time left:   0:00:00 
96.0% done, time left:   0:00:00 
96.9% done, time left:   0:00:00 
97.7% done, time left:   0:00:00 
98.2% done, time left:   0:00:00 
98.9% done, time left:   0:00:00 
99.7% done, time left:   0:00:00 
100.0% done, time left:   0:00:00  
finished
The dynamic slice for criterion [org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:401:*]:
org.joda.time.format.PeriodFormat.wordBased:203 GETSTATIC org/joda/time/format/PeriodFormat.FORMATTERS Ljava/util/concurrent/ConcurrentMap;
org.joda.time.format.PeriodFormat.wordBased:203 ALOAD 0
org.joda.time.format.PeriodFormat.wordBased:203 INVOKEINTERFACE java/util/concurrent/ConcurrentMap.get(Ljava/lang/Object;)Ljava/lang/Object;
org.joda.time.format.PeriodFormat.wordBased:203 ASTORE 1
org.joda.time.format.PeriodFormat.wordBased:204 ALOAD 1
org.joda.time.format.PeriodFormat.wordBased:204 IFNONNULL L0 false true
org.joda.time.format.PeriodFormat.wordBased:206 NEW org/joda/time/format/PeriodFormatter
org.joda.time.format.PeriodFormat.wordBased:206 ASTORE 1
org.joda.time.format.PeriodFormat.wordBased:212 ALOAD 1
org.joda.time.format.PeriodFormat.wordBased:212 ARETURN
org.joda.time.format.PeriodFormatter.print:246 INVOKEVIRTUAL java/lang/StringBuffer.toString()Ljava/lang/String;
org.joda.time.format.PeriodFormatter.print:246 ARETURN
org.joda.time.format.TestPeriodFormat.main:88 INVOKEVIRTUAL org/joda/time/format/TestPeriodFormat.test_wordBased_da_formatMultiple()V
org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:400 NEW org/joda/time/Period
org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:400 ASTORE 1
org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:401 LDC "2 år, 3 måneder, 4 uger, 2 dage, 5 timer, 6 minutter, 7 sekunder og 8 millisekunder"
org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:401 GETSTATIC org/joda/time/format/TestPeriodFormat.DA Ljava/util/Locale;
org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:401 INVOKESTATIC org/joda/time/format/PeriodFormat.wordBased(Ljava/util/Locale;)Lorg/joda/time/format/PeriodFormatter;
org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:401 ALOAD 1
org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:401 INVOKEVIRTUAL org/joda/time/format/PeriodFormatter.print(Lorg/joda/time/ReadablePeriod;)Ljava/lang/String;
org.joda.time.format.TestPeriodFormat.test_wordBased_da_formatMultiple:401 INVOKESTATIC org/junit/Assert.assertEquals(Ljava/lang/Object;Ljava/lang/Object;)V

Slice consists of 111 bytecode instructions.
Computation took 35.66 seconds.
