 0.0% done, time left: unknown                               
10.5% done, time left:   0:04:46 
10.5% done, time left:   0:04:42 
10.7% done, time left:   0:04:38 
11.1% done, time left:   0:04:36 
11.5% done, time left:   0:04:33 
11.9% done, time left:   0:04:30 
12.4% done, time left:   0:04:26 
12.8% done, time left:   0:04:21 
13.0% done, time left:   0:04:15 
13.2% done, time left:   0:04:10 
13.7% done, time left:   0:04:05 
14.1% done, time left:   0:04:00 
14.6% done, time left:   0:03:54 
14.9% done, time left:   0:03:48 
15.4% done, time left:   0:03:42 
15.4% done, time left:   0:03:34 
15.8% done, time left:   0:03:28 
16.3% done, time left:   0:03:22 
16.7% done, time left:   0:03:16 
17.1% done, time left:   0:03:10 
17.6% done, time left:   0:03:04 
18.0% done, time left:   0:02:58 
18.4% done, time left:   0:02:52 
18.6% done, time left:   0:02:45 
19.0% done, time left:   0:02:40 
19.5% done, time left:   0:02:34 
19.9% done, time left:   0:02:29 
20.3% done, time left:   0:02:23 
20.8% done, time left:   0:02:18 
21.2% done, time left:   0:02:13 
21.6% done, time left:   0:02:08 
22.1% done, time left:   0:02:03 
22.4% done, time left:   0:01:58 
22.8% done, time left:   0:01:54 
23.2% done, time left:   0:01:50 
23.7% done, time left:   0:01:46 
23.9% done, time left:   0:01:41 
24.3% done, time left:   0:01:38 
24.7% done, time left:   0:01:34 
25.1% done, time left:   0:01:31 
25.6% done, time left:   0:01:28 
26.0% done, time left:   0:01:25 
26.5% done, time left:   0:01:22 
26.8% done, time left:   0:01:18 
27.2% done, time left:   0:01:16 
27.6% done, time left:   0:01:13 
28.1% done, time left:   0:01:11 
28.4% done, time left:   0:01:08 
28.9% done, time left:   0:01:06 
29.3% done, time left:   0:01:04 
29.7% done, time left:   0:01:01 
30.2% done, time left:   0:00:59 
30.6% done, time left:   0:00:57 
31.1% done, time left:   0:00:55 
31.5% done, time left:   0:00:53 
31.5% done, time left:   0:00:50 
32.0% done, time left:   0:00:49 
32.4% done, time left:   0:00:47 
32.9% done, time left:   0:00:45 
33.3% done, time left:   0:00:44 
33.8% done, time left:   0:00:42 
34.2% done, time left:   0:00:41 
34.7% done, time left:   0:00:40 
35.1% done, time left:   0:00:38 
35.6% done, time left:   0:00:37 
36.0% done, time left:   0:00:36 
36.5% done, time left:   0:00:35 
36.5% done, time left:   0:00:32 
36.9% done, time left:   0:00:31 
37.4% done, time left:   0:00:30 
37.9% done, time left:   0:00:30 
38.2% done, time left:   0:00:29 
38.7% done, time left:   0:00:28 
39.0% done, time left:   0:00:27 
39.4% done, time left:   0:00:26 
39.9% done, time left:   0:00:25 
40.3% done, time left:   0:00:25 
40.8% done, time left:   0:00:24 
41.2% done, time left:   0:00:24 
41.6% done, time left:   0:00:23 
42.1% done, time left:   0:00:22 
42.3% done, time left:   0:00:21 
42.8% done, time left:   0:00:21 
43.2% done, time left:   0:00:21 
43.7% done, time left:   0:00:20 
44.1% done, time left:   0:00:20 
44.6% done, time left:   0:00:19 
45.1% done, time left:   0:00:19 
45.5% done, time left:   0:00:18 
46.0% done, time left:   0:00:18 
46.4% done, time left:   0:00:18 
46.9% done, time left:   0:00:17 
47.4% done, time left:   0:00:17 
47.9% done, time left:   0:00:16 
47.9% done, time left:   0:00:15 
48.4% done, time left:   0:00:15 
48.9% done, time left:   0:00:15 
49.3% done, time left:   0:00:14 
49.8% done, time left:   0:00:14 
50.3% done, time left:   0:00:14 
50.7% done, time left:   0:00:14 
51.2% done, time left:   0:00:13 
51.6% done, time left:   0:00:13 
52.1% done, time left:   0:00:13 
52.5% done, time left:   0:00:12 
52.8% done, time left:   0:00:12 
53.3% done, time left:   0:00:11 
53.7% done, time left:   0:00:11 
53.8% done, time left:   0:00:10 
54.2% done, time left:   0:00:10 
54.7% done, time left:   0:00:10 
55.1% done, time left:   0:00:10 
55.6% done, time left:   0:00:10 
56.0% done, time left:   0:00:10 
56.5% done, time left:   0:00:10 
56.5% done, time left:   0:00:09 
56.6% done, time left:   0:00:08 
56.7% done, time left:   0:00:07 
57.1% done, time left:   0:00:07 
57.5% done, time left:   0:00:07 
58.0% done, time left:   0:00:07 
58.4% done, time left:   0:00:07 
58.9% done, time left:   0:00:08 
59.3% done, time left:   0:00:08 
59.8% done, time left:   0:00:08 
60.1% done, time left:   0:00:07 
60.5% done, time left:   0:00:07 
60.8% done, time left:   0:00:07 
61.1% done, time left:   0:00:07 
61.3% done, time left:   0:00:07 
61.8% done, time left:   0:00:07 
62.2% done, time left:   0:00:07 
62.6% done, time left:   0:00:07 
63.1% done, time left:   0:00:07 
63.5% done, time left:   0:00:07 
64.0% done, time left:   0:00:07 
64.4% done, time left:   0:00:07 
64.9% done, time left:   0:00:07 
65.3% done, time left:   0:00:06 
65.8% done, time left:   0:00:06 
66.2% done, time left:   0:00:06 
66.6% done, time left:   0:00:06 
67.1% done, time left:   0:00:06 
67.5% done, time left:   0:00:06 
68.0% done, time left:   0:00:06 
68.4% done, time left:   0:00:05 
68.9% done, time left:   0:00:05 
69.3% done, time left:   0:00:05 
69.7% done, time left:   0:00:05 
70.2% done, time left:   0:00:05 
70.5% done, time left:   0:00:04 
70.7% done, time left:   0:00:04 
71.0% done, time left:   0:00:04 
71.3% done, time left:   0:00:04 
71.5% done, time left:   0:00:03 
71.8% done, time left:   0:00:03 
72.1% done, time left:   0:00:03 
72.3% done, time left:   0:00:03 
72.4% done, time left:   0:00:03 
72.9% done, time left:   0:00:03 
73.4% done, time left:   0:00:03 
73.9% done, time left:   0:00:03 
74.4% done, time left:   0:00:03 
74.8% done, time left:   0:00:03 
75.2% done, time left:   0:00:03 
75.6% done, time left:   0:00:03 
76.1% done, time left:   0:00:03 
76.4% done, time left:   0:00:03 
76.9% done, time left:   0:00:03 
77.3% done, time left:   0:00:02 
77.8% done, time left:   0:00:02 
78.2% done, time left:   0:00:02 
78.6% done, time left:   0:00:02 
79.1% done, time left:   0:00:02 
79.5% done, time left:   0:00:02 
80.0% done, time left:   0:00:02 
80.4% done, time left:   0:00:02 
80.9% done, time left:   0:00:02 
81.3% done, time left:   0:00:02 
81.7% done, time left:   0:00:01 
82.2% done, time left:   0:00:01 
82.6% done, time left:   0:00:01 
83.1% done, time left:   0:00:01 
83.5% done, time left:   0:00:01 
84.0% done, time left:   0:00:01 
84.4% done, time left:   0:00:01 
84.8% done, time left:   0:00:01 
85.0% done, time left:   0:00:01 
85.2% done, time left:   0:00:00 
85.5% done, time left:   0:00:00 
85.7% done, time left:   0:00:00 
85.9% done, time left:   0:00:00 
86.4% done, time left:   0:00:00 
86.9% done, time left:   0:00:00 
87.3% done, time left:   0:00:00 
87.8% done, time left:   0:00:00 
88.2% done, time left:   0:00:00 
88.7% done, time left:   0:00:00 
89.1% done, time left:   0:00:00 
89.6% done, time left:   0:00:00 
89.9% done, time left:   0:00:00 
90.4% done, time left:   0:00:00 
90.9% done, time left:   0:00:00 
91.3% done, time left:   0:00:00 
91.8% done, time left:   0:00:00 
92.3% done, time left:   0:00:00 
92.7% done, time left:   0:00:00 
93.2% done, time left:   0:00:00 
93.7% done, time left:   0:00:00 
94.1% done, time left:   0:00:00 
94.7% done, time left:   0:00:00 
95.1% done, time left:   0:00:00 
95.6% done, time left:   0:00:00 
96.0% done, time left:   0:00:00 
96.5% done, time left:   0:00:00 
96.9% done, time left:   0:00:00 
97.4% done, time left:   0:00:00 
97.9% done, time left:   0:00:00 
98.4% done, time left:   0:00:00 
98.9% done, time left:   0:00:00 
99.4% done, time left:   0:00:00 
99.6% done, time left:   0:00:00 
99.7% done, time left:   0:00:00 
100.0% done, time left:   0:00:00  
finished
The dynamic slice for criterion [org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3235:*]:
org.apache.commons.lang3.StringUtils.toEncodedString:8986 NEW java/lang/String
org.apache.commons.lang3.StringUtils.toEncodedString:8986 DUP
org.apache.commons.lang3.StringUtils.toEncodedString:8986 ALOAD 0
org.apache.commons.lang3.StringUtils.toEncodedString:8986 ALOAD 1
org.apache.commons.lang3.StringUtils.toEncodedString:8986 IFNULL L0 false true
org.apache.commons.lang3.StringUtils.toEncodedString:8986 ALOAD 1
org.apache.commons.lang3.StringUtils.toEncodedString:8986 INVOKESPECIAL java/lang/String.<init>([BLjava/nio/charset/Charset;)V
org.apache.commons.lang3.StringUtils.toEncodedString:8986 ARETURN
org.apache.commons.lang3.StringUtilsTest.main:235 INVOKEVIRTUAL org/apache/commons/lang3/StringUtilsTest.testToString()V
org.apache.commons.lang3.StringUtilsTest.main:243 INVOKEVIRTUAL org/apache/commons/lang3/StringUtilsTest.testToEncodedString()V
org.apache.commons.lang3.StringUtilsTest.testToString:3089 LDC "UTF-16"
org.apache.commons.lang3.StringUtilsTest.testToString:3089 INVOKESTATIC java/nio/charset/Charset.forName(Ljava/lang/String;)Ljava/nio/charset/Charset;
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3229 GETSTATIC org/apache/commons/lang3/SystemUtils.FILE_ENCODING Ljava/lang/String;
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3229 ASTORE 2
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3230 LDC "The quick brown fox jumps over the lazy dog."
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3230 INVOKESTATIC java/nio/charset/Charset.defaultCharset()Ljava/nio/charset/Charset;
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3230 INVOKEVIRTUAL java/lang/String.getBytes(Ljava/nio/charset/Charset;)[B
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3230 ASTORE 3
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3235 LDC "The quick brown fox jumps over the lazy dog."
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3235 ALOAD 3
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3235 ALOAD 2
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3235 INVOKESTATIC java/nio/charset/Charset.forName(Ljava/lang/String;)Ljava/nio/charset/Charset;
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3235 INVOKESTATIC org/apache/commons/lang3/StringUtils.toEncodedString([BLjava/nio/charset/Charset;)Ljava/lang/String;
org.apache.commons.lang3.StringUtilsTest.testToEncodedString:3235 INVOKESTATIC org/junit/Assert.assertEquals(Ljava/lang/Object;Ljava/lang/Object;)V

Slice consists of 413 bytecode instructions.
Computation took 39.47 seconds.
